Unicode	input code	full code
182C3	yqxvp	ybqxvp
182C4	yqcmw	ybqcmbw
182C5	yws	ybws
182C6	yennn	ylnennnn
182C7	yewbq	ylnewbqq
182C8	yeaib	ylneainb
182C9	yaxnn	yaxnn
182CA	yasx	yasx
182CB	yasgp	yasgp
182CC	yaxvp	yaxvyp
182CD	yatmp	yatmsp
182CE	yvtju	yxvtjobtu
182CF	csll	cwsll
182D0	csp	cwsp
182D1	csnw	cwsnw
182D2	cslmn	cwslmxnn
182D3	cslnm	cwslntm
182D4	csxip	cwsxip
182D5	cssa	cwssa
182D6	tto	tbto
182D7	ttxnn	tbtxnn
182D8	ttylx	tbtylx
182D9	ttnlj	tbtnlqj
182DA	ttqmr	tbtqmr
182DB	ttmzb	tbtmzjb
182DC	ttlli	tbtlldjpi
182DD	fjb	fjb
182DE	fbsp	fjbsp
182DF	fbydu	fjbydqu
182E0	fbxx	fjbxx
182E1	fbtbu	fjbtbtu
182E2	fbctp	fjbcbtp
182E3	fbtmb	fjbtmwb
182E4	fbecp	fjbecbtp
182E5	txsnn	txsnn
182E6	rklsn	rklsnn
182E7	txyb	txyb
182E8	txal	txal
182E9	txmxp	txmxp
182EA	txlbw	txlbw
182EB	txlyr	txlyr
182EC	txsxn	txsxnn
182ED	txlyp	txlybp
182EE	txltx	txltx
182EF	txlsa	txlsa
182F0	txao	txao
182F1	txasn	txasnn
182F2	txcln	txcllsnn
182F3	txsgp	txsgp
182F4	txlmx	txlmbtux
182F5	txzo	txzo
182F6	txssw	txssyw
182F7	txlnx	txlntsx
182F8	txzme	txzmlne
182F9	txfdk	txfdhqk
182FA	cqa	clqa
182FB	cqcs	clqcs
182FC	cqsb	clqsb
182FD	cqsp	clqsp
182FE	cqmz	clqmz
182FF	cqxg	clqxg
18300	cqse	clqse
18301	cqsxp	clqsxp
18302	fmb	fmb
18303	fbo	fmbo
18304	fbb	fmbb
18305	fba	fmba
18306	fbsb	fmbsb
18307	fbfd	fmbfd
18308	fbydu	fmbydqu
18309	fbla	fmbla
1830A	fbai	fmbai
1830B	fbsx	fmbsx
1830C	fbtx	fmbtx
1830D	fbnlv	fmbnlljv
1830E	fbnxp	fmbnxp
1830F	fbfjq	fmbfjdq
18310	fbvhj	fmbvhqj
18311	fbmxx	fmbmxx
18312	fbyla	fmbyla
18313	fbnta	fmbnta
18314	fbsz	fmbsz
18315	fbyxo	fmbyxo
18316	fbtjo	fmbtjo
18317	fbnxw	fmbnxw
18318	fbbht	fmbbhhbt
18319	fbamw	fmbambw
1831A	fbntx	fmbntsx
1831B	fbmum	fmbmbutjm
1831C	fbtju	fmbttjbtu
1831D	fbntg	fmbntxg
1831E	fbmjx	fmbmtjydx
1831F	fua	fmbua
18320	fuap	fmbuap
18321	fumum	fmbumbutjm
18322	fbtu	fbtu
18323	ftnnq	fbtnnq
18324	ftz	fbtz
18325	ftrx	fbtrx
18326	ftzdq	fbtzdq
18327	cxnnn	clxnnn
18328	cxll	clxll
18329	cxo	clxo
1832A	cxsnn	clxsnn
1832B	cxwb	clxwb
1832C	cxy	clxy
1832D	cxmsi	clxmsi
1832E	cxhbu	clxhbtu
1832F	cxa	clxa
18330	cxcs	clxcs
18331	cxsb	clxsb
18332	cxnx	clxnx
18333	cxwx	clxwx
18334	cxmbw	clxmbw
18335	cxmsb	clxmsb
18336	cxbw	clxbw
18337	cxai	clxai
18338	cxsx	clxsx
18339	cxnlq	clxnlq
1833A	cxwbw	clxwbw
1833B	cxwbu	clxwbwu
1833C	cxydx	clxydx
1833D	cxybu	clxybqu
1833E	cxybp	clxybp
1833F	cxsbw	clxsbw
18340	cxsa	clxsa
18341	cxtw	clxtw
18342	cxscr	clxscr
18343	cxssl	clxssbl
18344	cxsyw	clxsyw
18345	cxab	clxab
18346	cxab	clxab
18347	cxabu	clxabu
18348	cxwbi	clxwbdjpi
18349	cxmua	clxmbua
1834A	cxrkw	clxrkw
1834B	cxntx	clxntsx
1834C	cxnua	clxntjbua
1834D	cxnja	clxntjbua
1834E	cxfd	clxfd
1834F	cbo	cbo
18350	cbqu	cbqu
18351	cqhp	cbqhp
18352	cqy	cbqy
18353	cqmbq	cbqmbq
18354	cqsx	cbqsx
18355	cqhqb	cbqhqb
18356	cqfjq	cbqfjdq
18357	cqcla	cbqcla
18358	cqwna	cbqwnta
18359	cqttu	cbqttbtu
1835A	cqmjl	cbqmtjal
1835B	cqfdw	cbqfdsyw
1835C	cqmju	cbqmtjsxsdqu
1835D	cbhh	cbhh
1835E	chhp	cbhhhp
1835F	chqb	cbhhqb
18360	chnq	cbhhnq
18361	chlyx	cbhhlyx
18362	chfjb	cbhhfjb
18363	chclx	cbhhclx
18364	chmbz	cbhhmbz
18365	chxal	cbhhxal
18366	chntu	cbhhntsbu
18367	chfwb	cbhhfbwmsb
18368	caws	caws
18369	cacs	cacs
1836A	casbu	casbu
1836B	cambw	cambw
1836C	catj	catj
1836D	camz	camz
1836E	catx	catx
1836F	cacbp	cacbp
18370	cks	cks
18371	ckab	ckkab
18372	ckabu	ckkabu
18373	cbs	csbs
18374	cby	csby
18375	cba	csba
18376	cbydu	csbydqu
18377	cbso	csbso
18378	cbzll	csbzlll
18379	cbhle	csbhhlne
1837A	cbxbu	csbxbtu
1837B	cbclx	csbclx
1837C	cbwxp	csbwxp
1837D	cbmeu	csbmlebtu
1837E	cblxx	csblxx
1837F	cbzp	csbzp
18380	cbnlb	csbnlltb
18381	cbzf	csbzf
18382	cbasp	csbasp
18383	cbmua	csbmbua
18384	cbtlp	csbtlmbp
18385	rthht	rthhbt
18386	rtxr	rtxr
18387	rtxsd	rtxsd
18388	rtxcl	rtxcll
18389	rtxmw	rtxmbw
1838A	rtxmu	rtxmbtmu
1838B	rtxso	rtxso
1838C	rttmb	rttmqb
1838D	rtayr	rtayr
1838E	rtmqw	rtmbqbw
1838F	rtmew	rtmlnemw
18390	rthlk	rthhlllrk
18391	rtxtx	rtxtlx
18392	ruclx	rtbuclx
18393	rtmxn	rbtmxnn
18394	rtymb	rbtymb
18395	rthqk	rbthqk
18396	rtbk	rbtbk
18397	rtslk	rbtslnk
18398	rtmxg	rbtmxg
18399	rtybp	rbtymbp
1839A	rtsgp	rbtsgp
1839B	rtmxa	rbtmxa
1839C	rttjo	rbttjo
1839D	rtmex	rbtmlecx
1839E	rtrtm	rbtrttm
1839F	rtclx	rbtcllrx
183A0	rtmeu	rbtmlentbwu
183A1	rtsma	rbtsmala
183A2	rxl	rxl
183A3	rxnnn	rxnnn
183A4	rxll	rxll
183A5	rxs	rxs
183A6	rxp	rxp
183A7	rxo	rxo
183A8	rxr	rxr
183A9	rxynn	rxynnn
183AA	rxsnn	rxsnn
183AB	rxy	rxy
183AC	rxmbt	rxmbt
183AD	rxmr	rxmr
183AE	rxmbd	rxmbd
183AF	rxmle	rxmle
183B0	rxmsi	rxmsi
183B1	rxlg	rxlg
183B2	rxlsn	rxlsnn
183B3	rxjs	rxjs
183B4	rxhhb	rxhhb
183B5	rxxnn	rxxnn
183B6	rxhpi	rxhpi
183B7	rxys	rxys
183B8	rxyp	rxyp
183B9	rxtl	rxtl
183BA	rxf	rxf
183BB	rxsp	rxsp
183BC	rxnq	rxnq
183BD	rxnll	rxnlll
183BE	rxnx	rxnx
183BF	rxw	rxw
183C0	rxqll	rxqll
183C1	rxgp	rxgp
183C2	rxgpi	rxgpi
183C3	rxmbq	rxmbq
183C4	rxmbu	rxmbtmu
183C5	rxmbp	rxmbp
183C6	rxmni	rxmnpi
183C7	rxmsp	rxmsp
183C8	rxydu	rxydqu
183C9	rxlmi	rxlmsi
183CA	rxlxi	rxlxi
183CB	rxbw	rxbw
183CC	rxlnq	rxlnq
183CD	rxlnx	rxlnx
183CE	rxhht	rxhhbt
183CF	rxha	rxha
183D0	rxal	rxal
183D1	rxai	rxai
183D2	rxxy	rxxy
183D3	rxymb	rxymb
183D4	rxyr	rxyr
183D5	rxyx	rxyx
183D6	rxfd	rxfd
183D7	rxrk	rxrk
183D8	rxczl	rxczll
183D9	rxso	rxso
183DA	rxsx	rxsx
183DB	rxdji	rxdjpi
183DC	rxnqb	rxnqb
183DD	rxzq	rxzq
183DE	rxzll	rxzlll
183DF	rxzb	rxzb
183E0	rxqjp	rxqjp
183E1	rxwbw	rxwbw
183E2	rxme	rxme
183E3	rxmtp	rxmbtp
183E4	rxmal	rxmal
183E5	rxlla	rxlla
183E6	rxlbw	rxlbw
183E7	rxlha	rxlha
183E8	rxlz	rxlz
183E9	rxlyx	rxlyx
183EA	rxlsx	rxlsx
183EB	rxldi	rxldjpi
183EC	rxlnm	rxlntm
183ED	rxhhw	rxhhbw
183EE	rxhle	rxhhlne
183EF	rxhqk	rxhqk
183F0	rxymk	rxymnk
183F1	rxya	rxya
183F2	rxcws	rxcws
183F3	rxfmb	rxfmb
183F4	rxfbu	rxfbtu
183F5	rxclx	rxclx
183F6	rxrbu	rxrbtu
183F7	rxrx	rxrx
183F8	rxsbp	rxsbp
183F9	rxshi	rxshpi
183FA	rxfss	rxfss
183FB	rxfjq	rxfjdq
183FC	rxzx	rxzx
183FD	rxmoa	rxmoa
183FE	rxtju	rxtjbtu
183FF	rxtvd	rxtvd
18400	rxmux	rxmbtux
18401	rxmba	rxmba
18402	rxmeu	rxmlebtu
18403	rxlyq	rxlymdq
18404	rxams	rxams
18405	rxxvo	rxxvo
18406	rxyyq	rxyydq
18407	rxyyu	rxyydqu
18408	rxtlg	rxtlg
18409	rxfgb	rxfgb
1840A	rxtlx	rxtlx
1840B	rxce	rxce
1840C	rxcst	rxcsbt
1840D	rxsgp	rxsgp
1840E	rxstp	rxsbtp
1840F	rxsxp	rxsxp
18410	rxssl	rxssbl
18411	rxnqp	rxnlqp
18412	rxzdq	rxzdq
18413	rxzbp	rxzbp
18414	rxvrx	rxvrx
18415	rxwwp	rxwwbp
18416	rxgrk	rxgrk
18417	rxtjq	rxtjnq
18418	rxmbz	rxmbz
18419	rxmxa	rxmxa
1841A	rxmce	rxmce
1841B	rxllu	rxlltbtu
1841C	rxlkp	rxlrkp
1841D	rxjsa	rxjsa
1841E	rxxal	rxxal
1841F	rxxxp	rxxxp
18420	rxxyr	rxxyr
18421	rxxvp	rxxvyp
18422	rxxvp	rxxvsp
18423	rxtmb	rxtmqb
18424	rxtcl	rxtczll
18425	rxcst	rxcsmbt
18426	rxcsu	rxcsmbtu
18427	rxsxx	rxsxx
18428	rxsti	rxstpi
18429	rxntu	rxntbwu
1842A	rxnxt	rxnxmbt
1842B	rxqcx	rxqclx
1842C	rxtjn	rxtjmxnn
1842D	rxtjq	rxtjlnq
1842E	rxtfq	rxtfjdq
1842F	rxmwa	rxmbwa
18430	rxmwi	rxmbwhpi
18431	rxyxa	rxyxa
18432	rxfmu	rxfmbtmu
18433	rxsbl	rxsbal
18434	rxnti	rxntgpi
18435	rxntx	rxntyx
18436	rxntm	rxntntm
18437	rxvxw	rxvxmbw
18438	rxqjn	rxqjtjnnn
18439	rxmjl	rxmtjal
1843A	rxtml	rxtmzmlll
1843B	rxtje	rxtjme
1843C	rxtjx	rxtjrx
1843D	rxtju	rxtjntbu
1843E	rxtjb	rxtjesb
1843F	rxtsx	rxtsbx
18440	rxmwr	rxmbwyr
18441	rxmwb	rxmbwfb
18442	rxmbn	rxmsbmxnn
18443	rxame	rxame
18444	rxyxa	rxymxa
18445	rxnta	rxntba
18446	rxntk	rxnthqk
18447	rxzqo	rxzdqo
18448	rxeao	rxeaio
18449	rxmtm	rxmtbam
1844A	rxmti	rxmtbai
1844B	rxjlq	rxjltnlq
1844C	rxmbi	rxmbtpi
1844D	rxmwx	rxmbwclx
1844E	rxtrp	rxtrxp
1844F	rxrtw	rxrtmbw
18450	rxtjp	rxtjwwbp
18451	rxyba	rxymbnta
18452	rxnta	rxntwba
18453	rxtjx	rxtjlsqx
18454	rxrjp	rxrtjcsp
18455	rxtjm	rxtjmbutjm
18456	rxrjp	rxrtjsgp
18457	rcbtu	rocbtu
18458	rca	roca
18459	sjntg	sqjntxg
1845A	sbnnn	smlbnnn
1845B	sxl	smxl
1845C	sxp	smxp
1845D	sxy	smxy
1845E	sxal	smxal
1845F	sxxy	smxxy
18460	sxsmb	smxsmb
18461	sxwbw	smxwbw
18462	sxybu	smxybwu
18463	sxfjq	smxfjdq
18464	sxnle	smxnllmle
18465	sbsyw	slmbsyw
18466	sxxnn	slxxnn
18467	sxllj	slxllbqj
18468	sxye	slxye
18469	sbx	sbx
1846A	sbmua	sqbmbua
1846B	swo	sbwo
1846C	swa	sbwa
1846D	swhpi	sbwhpi
1846E	swylx	sbwylx
1846F	swzx	sbwzx
18470	swtlx	sbwtlx
18471	swqjd	sbwqjsd
18472	shs	sbhhs
18473	sao	sao
18474	sabqu	sabqu
18475	saczl	saczll
18476	sacws	sacws
18477	sacsp	sacsp
18478	sasbw	sasbw
18479	sawmn	sawmxnn
1847A	saao	saao
1847B	sasst	sassbt
1847C	sanbp	santmbp
1847D	sawli	sawlyddjpi
1847E	sawll	sawll
1847F	sambw	sambw
18480	samsb	samsb
18481	sanqj	sanqj
18482	siymb	sxiymb
18483	sbza	ssbza
18484	nmss	ntjmss
18485	nmlcs	ntjmlcls
18486	nmclx	ntjmclx
18487	nmvva	ntjmvjva
18488	njvmb	ntjvmnqb
18489	nmgla	ntjmgla
1848A	nmlmx	ntjmlmbnx
1848B	nmllu	ntjmlltbtu
1848C	nmbwx	ntjmbwlx
1848D	nmclu	ntjmcllsbu
1848E	nmsyw	ntjmsybw
1848F	nmvda	ntjmvda
18490	nmmwa	ntjmmbwa
18491	nmxba	ntjmxba
18492	nmnqw	ntjmnqmw
18493	nmecp	ntjmecbtp
18494	nmrxi	ntjmrxhpi
18495	nmsvn	ntjmsnvasnn
18496	nmvja	ntjmvhqja
18497	nmllx	ntjmllybsx
18498	nmanp	ntjmanlqp
18499	nmrxx	ntjmrxsx
1849A	nmvdl	ntjmvdmbwll
1849B	nmvjb	ntjmvhqjmsb
1849C	nmcly	ntjmcllmley
1849D	nmmau	ntjmmbatbtu
1849E	nmaam	ntjmaatjm
1849F	nmafu	ntjmafgbu
184A0	nmafe	ntjmafge
184A1	ntmtr	nttmlebtcr
184A2	ntfbj	nttfmbvhqj
184A3	njsnn	nlqjsnn
184A4	njyp	nlqjyp
184A5	njsvl	nlqjsnvl
184A6	njnqb	nlqjnqb
184A7	njmcu	nlqjmcbwu
184A8	njzp	nlqjzp
184A9	njsva	nlqjsnva
184AA	njaxn	nlqjaxnnn
184AB	fsa	fssa
184AC	fscs	fsscs
184AD	fsmqb	fssmqb
184AE	fsal	fssal
184AF	fsyr	fssyr
184B0	fstx	fsstx
184B1	fsfbu	fssfbtu
184B2	fsrx	fssrx
184B3	fszx	fsszx
184B4	fsxal	fssxal
184B5	fsntx	fssntsx
184B6	nbwx	nqjbwx
184B7	nbyr	nqjbyr
184B8	nbrx	nqjbrx
184B9	nklrx	nknklrx
184BA	njmni	nnlqjmnpi
184BB	njmsp	nnlqjmsp
184BC	njini	nnlqjinpi
184BD	njtr	nnlqjtr
184BE	njmce	nnlqjmce
184BF	fxmr	fjvxmr
184C0	fxmsb	fjvxmsb
184C1	fqa	fjdqa
184C2	fqme	fjdqme
184C3	fqmst	fjdqmsbt
184C4	fqlml	fjdqlmxl
184C5	fqcbu	fjdqcbqu
184C6	fqrx	fjdqrx
184C7	fqcla	fjdqcla
184C8	fqmum	fjdqmbutjm
184C9	zlb	zlb
184CA	zba	zlba
184CB	zbxnn	zlbxnn
184CC	zbhht	zlbhhbt
184CD	vqhpi	vdqhpi
184CE	vqwx	vdqwx
184CF	vjwll	vhqjwll
184D0	vja	vhqja
184D1	vdjk	vhqjdjk
184D2	vjw	vhqjw
184D3	vjmxl	vhqjmxl
184D4	vjmsb	vhqjmsb
184D5	vjtb	vhqjtb
184D6	vjczl	vhqjczll
184D7	vjsx	vhqjsx
184D8	vjtjl	vhqjtjll
184D9	vjhle	vhqjhhlne
184DA	vjhqk	vhqjhqk
184DB	vjzl	vhqjzl
184DC	vjymq	vhqjymdq
184DD	vjyyq	vhqjyydq
184DE	vjtlr	vhqjtlr
184DF	vjcla	vhqjcla
184E0	vjzo	vhqjzo
184E1	vjftx	vhqjftsx
184E2	vanqp	vhqjanlqp
184E3	vqp	vnlqp
184E4	vqydu	vnlqydqu
184E5	vqdji	vnlqdjpi
184E6	wma	wbtmma
184E7	wmxvx	wbtmmxvsx
184E8	wtnnn	wcbtnnn
184E9	wtaio	wcbtaio
184EA	tbsxn	twbsxnn
184EB	mxsxx	mbtxsxx
184EC	mba	mba
184ED	mahhu	mbahhhu
184EE	macs	mbacs
184EF	manx	mbanx
184F0	mamle	mbamlne
184F1	maz	mbaz
18D07	maz	mbaz
184F2	maymb	mbaymb
184F3	matbu	mbatbtu
184F4	matjb	mbatjb
184F5	maza	mbaza
184F6	masml	mbasmal
184F7	matjl	mbatjzlll
184F8	mamua	mbambua
184F9	mascb	mbascsb
184FA	mayba	mbaymba
184FB	mtnnn	mlebtnnnn
184FC	mto	mlebto
184FD	mty	mlebty
184FE	mtcs	mlebtcs
184FF	mtcr	mlebtcr
18500	mtsx	mlebtsx
18501	mtcws	mlebtcws
18502	mtclx	mlebtclx
18503	mtfdq	mlebtfdq
18504	mtntu	mlebtntsbu
18505	mtmjx	mlebtmtjrx
18506	mtmba	mlebtmsbca
18507	mtmbx	mlebtmsbrx
18508	mtnmx	mlebtntjmtlx
18509	mtnmu	mlebtntjmcllsbu
1850A	mlsml	mhalsmzllll
1850B	mgrx	mxgrx
1850C	mgtto	mxgttbo
1850D	mgtmp	mxgtmsp
1850E	mgmeq	mxgmlembq
1850F	mxo	mxxo
18510	mxmr	mxxmr
18511	mxhol	mxxhol
18512	mxa	mxxa
18513	mxxi	mxxxi
18514	mxmle	mxxmlne
18515	mxhht	mxxhhbt
18516	mxcr	mxxcr
18517	mxsmb	mxxsmb
18518	mxzq	mxxzq
18519	mxhqk	mxxhqk
1851A	mxtpi	mxxtpi
1851B	mxsmd	mxxsmyd
1851C	mxao	mxxao
1851D	mxfgb	mxxfgb
1851E	mxroa	mxxroa
1851F	mxsbp	mxxsqbp
18520	mxglj	mxxgltj
18521	mxohl	mxxohqkl
18522	mllcx	mzllcx
18523	mlsyw	mzlsyw
18524	mxsba	mtxsba
18525	mxmua	mtxmbua
18526	mbmjl	mcbmtjal
18527	mzml	mzmlll
18528	mla	mzmllla
18529	mlhlw	mzmlllhhllsyw
1852A	mba	mzjba
1852B	mbmsb	mzjbmsb
1852C	mbzlb	mzjbzlb
1852D	mbce	mzjbce
1852E	mbntu	mzjbntsbu
1852F	yta	ydtbta
18530	xannn	xannn
18531	xafd	xafd
18532	xamsb	xamsb
18533	xaz	xaz
18534	xaxx	xaxx
18535	xarbu	xarbtu
18536	xameu	xamlebtu
18537	xamuk	xambunk
18538	xamey	xamley
18539	xamxx	xamxlx
1853A	xaxxp	xaxxp
1853B	xatjx	xatjlyx
1853C	xlla	xlla
1853D	xllnm	xxllntm
1853E	zbhht	zbhhbt
1853F	zbzbu	zbzbtu
18540	xxfdm	xixfdmm
18541	yqcla	yydqcla
18542	yay	ylay
18543	yambd	ylambd
18544	yaxnn	ylaxnn
18545	yafd	ylafvd
18546	yarx	ylarx
18547	yxnnn	ylnxnnn
18548	yxr	ylnxr
18549	ylsbu	yalsbtu
1854A	ylzsu	yalzsbtu
1854B	tbmbt	tjbmbt
1854C	tgms	tlgms
1854D	tgsnn	tlgsnn
1854E	tbsz	tlmbsz
1854F	tbmjd	tlmbmtjyd
18550	fbxi	fgbxi
18551	fbmw	fgbmw
18552	fbai	fgbai
18553	fbsx	fgbsx
18554	fbzb	fgbzb
18555	fbbk	fgbbk
18556	fbrx	fgbrx
18557	fbzx	fgbzx
18558	fbntb	fgbntwb
18559	fbntu	fgbntwbu
1855A	fbsxp	fgbsxyp
1855B	txmle	tlxmle
1855C	txmbu	tlxmbqu
1855D	txcr	tlxcr
1855E	txylx	tlxylx
1855F	txfmb	tlxfmb
18560	txrbu	tlxrbtu
18561	txslx	tlxslx
18562	txntb	tlxntmb
18563	twsa	tbwsa
18564	cwa	cmbwa
18565	cwtbu	cmbwtbtu
18566	cwsa	cmbwsa
18567	cway	cmbway
18568	cwtsa	cmbwtmsa
18569	cwtma	cmbwtmsa
1856A	twmbm	twmbtm
1856B	cjxnn	clqjxnn
1856C	cjann	clqjann
1856D	cjntg	clqjntg
1856E	csll	clwsll
1856F	cshll	clwshll
18570	fbw	fbw
18571	fwo	fbwo
18572	fwla	fbwla
18573	fwal	fbwal
18574	fwyr	fbwyr
18575	fwyx	fbwyx
18576	fwya	fbwya
18577	fwntx	fbwntgx
18578	cap	clap
18579	cambu	clambtu
1857A	cabqu	clabqu
1857B	casbt	clasbt
1857C	cafjq	clafjdq
1857D	castp	clasbtp
1857E	fxydu	fvxydqu
1857F	fqo	fdqo
18580	fqhpi	fdqhpi
18581	fqoz	fdqoz
18582	cztjo	cztjo
18583	cbmle	cymbmlne
18584	cxw	ccxw
18585	cba	csmba
18586	csk	csk
18587	ckbtu	cskbtu
18588	ckba	cskba
18589	ctylx	csbtylx
1858A	cxyb	csxyb
1858B	cxrk	csxrk
1858C	cxsmb	csxsmb
1858D	cxzb	csxzb
1858E	cxylx	csxylx
1858F	cxybu	csxybqu
18590	cxmeu	csxmlebtu
18591	cxntx	csxntx
18592	cxtmp	csxtmsp
18593	cxsvl	csxsnvczll
18594	cxmjl	csxmtjal
18595	cxsap	csxsayp
18596	cxmmm	csxmtjmtjm
18597	cxmtm	csxmtbam
18598	cxmti	csxmtbai
18599	rjmw	rqjmw
1859A	rjai	rqjai
1859B	rja	rtja
1859C	rjtj	rtjtj
1859D	rjlmu	rtjlmbtu
1859E	rjlsu	rtjlsbu
1859F	rjlli	rtjllmsi
185A0	rjlal	rtjlal
185A1	rjsnl	rtjsnnnll
185A2	rjghl	rtjghol
185A3	rjlvi	rtjlvgpi
185A4	rjhll	rtjhllwll
185A5	rjxy	rtjxy
185A6	rjxmr	rtjxmr
185A7	rjsfd	rtjsfd
185A8	rjgsp	rtjgsbp
185A9	rjmen	rtjmlevsnn
185AA	rjltx	rtjltlx
185AB	rjxxp	rtjxxp
185AC	rjfdx	rtjfdx
185AD	rjclo	rtjczllo
185AE	rjnlj	rtjnllbqj
185AF	rjnlx	rtjnllsx
185B0	rjnvx	rtjnnvrx
185B1	rjecp	rtjeckp
185B2	rjgcp	rtjgcbp
185B3	rjgvz	rtjgvz
185B4	rjllp	rtjllsgp
185B5	rjfmu	rtjfmbtmu
185B6	rjrcu	rtjrocbtu
185B7	rjsly	rtjsbly
185B8	rjmtx	rtjmbtrx
185B9	rjlln	rtjllxmxnn
185BA	rjxsp	rtjxsgp
185BB	rjbkl	rtjbknnlll
185BC	rjclx	rtjcllrx
185BD	rjclx	rtjczllwx
185BE	rjcln	rtjczllmxnn
185BF	rjzqo	rtjzdqo
185C0	rjvja	rtjvhqja
185C1	rjljp	rtjlqjcsp
185C2	rjafq	rtjafdq
185C3	rjana	rtjanta
185C4	rjxyp	rtjxymdqp
185C5	rjnja	rtjntjba
185C6	rjmtp	rtjmbtrxp
185C7	rjhei	rtjhhlnetpi
185C8	rjyqr	rtjymdqtr
185C9	rjnaz	rtjntaz
185CA	rjmxi	rtjmxxtpi
185CB	rjaqx	rtjaqrx
185CC	rjawi	rtjawbdjpi
185CD	rjnap	rtjntatjp
185CE	rjmtq	rtjmlebtfdq
185CF	rjrxa	rtjrxmxa
185D0	rlq	rlq
185D1	rqwll	rlqwll
185D2	rqmle	rlqmle
185D3	rqmsb	rlqmsb
185D4	rqtj	rlqtj
185D5	rqdji	rlqdjpi
185D6	rqsx	rlqsx
185D7	rqap	rlqap
185D8	rqtx	rlqtx
185D9	rqix	rlqix
185DA	rqlyx	rlqlymx
185DB	rqzp	rlqzp
185DC	rqfbw	rlqfgbmw
185DD	rwmle	rbwmle
185DE	rwhht	rbwhhbt
185DF	rwcsi	rbwcsi
185E0	rwsx	rbwsx
185E1	rwcsb	rbwcsb
185E2	rwmju	rbwmtjbtu
185E3	cqai	czqai
185E4	czlll	czlll
185E5	clo	czlllo
185E6	cla	czllla
185E7	sdf	smlydf
185E8	sdfjq	smlydfjdq
185E9	sqlsb	smbqlsmqb
185EA	smbtu	smbtmu
185EB	smy	smbtmy
185EC	sma	smbtma
185ED	smcr	smbtmcr
185EE	smsx	smbtmsx
185EF	smclx	smbtmclx
185F0	smtjo	smbtmtjo
185F1	smcux	smbtmcbuyx
185F2	samw	smamw
185F3	sqp	shlqp
185F4	sz	sz
185F5	szhqk	szhqk
185F6	sznqp	sznlqp
185F7	szyqi	szydqxi
185F8	sjmbq	stjmbq
185F9	sjxa	stjxa
185FA	sjhlb	stjhllymb
185FB	sdjv	sfdjv
185FC	sdo	sfdo
185FD	sta	ssbta
185FE	stz	ssbtz
185FF	stsdu	ssbtsdqu
18600	sttr	ssbttr
18601	stttd	ssbtttyd
18602	stwbi	ssbtwbdjpi
18603	slp	ssblp
18604	sly	ssbly
18605	slmle	ssblmle
18606	slbqu	ssblbqu
18607	slha	ssblha
18608	slclx	ssblclx
18609	sltjq	ssbltjnq
1860A	sltmb	ssbltmqb
1860B	swx	sywx
1860C	swha	sywha
1860D	swai	sywai
1860E	swclx	sywclx
1860F	swvhe	sywvhhlne
18610	ngmnk	ntgmnk
18611	nga	ntga
18612	ngyx	ntgyx
18613	ngsmb	ntgsmb
18614	ngmal	ntgmal
18615	ngya	ntgya
18616	ngtr	ntgtr
18617	ngfmb	ntgfmb
18618	nglng	ntglntg
18619	nbp	ntmbp
1861A	nbsnn	ntmbsnn
1861B	nbydu	ntmbydqu
1861C	nbal	ntmbal
1861D	nbxx	ntmbxx
1861E	nbfjd	ntmbfjd
1861F	nbtlx	ntmbtlx
18620	nbxal	ntmbxal
18621	nbxxp	ntmbxxp
18622	nua	ntjbua
18623	nxs	ntxs
18624	nta	nta
18625	nas	ntas
18626	nayd	ntayd
18627	naydt	ntaydt
18628	naqbu	ntaqbu
18629	nacs	ntacs
1862A	nanx	ntanx
1862B	naw	ntaw
1862C	nawx	ntawx
1862D	nambw	ntambw
1862E	nambu	ntambqu
1862F	nambu	ntambtmu
18630	namxn	ntamxnn
18631	namsb	ntamsb
18632	namni	ntamnpi
18633	naybu	ntaybtu
18634	nayx	ntayx
18635	nacr	ntacr
18636	naczl	ntaczll
18637	nasmb	ntasmb
18638	nazb	ntazb
18639	nawbw	ntawbw
1863A	nawbp	ntawbp
1863B	name	ntame
1863C	nalcx	ntalcx
1863D	nalnw	ntalnw
1863E	nahle	ntahhlne
1863F	naxip	ntaxip
18640	naymx	ntaymx
18641	natjp	ntatjp
18642	nafjb	ntafjb
18643	nafmb	ntafmb
18644	nacbu	ntacbqu
18645	narx	ntarx
18646	naslu	ntaslbtu
18647	nasbp	ntasbp
18648	nafjq	ntafjdq
18649	nayda	ntayda
1864A	nalrx	ntalrx
1864B	natjp	ntatjp
1864C	nanta	ntanta
1864D	natjq	ntatjnq
1864E	namuk	ntambunk
1864F	nalsp	ntalsbtp
18650	naamx	ntaamx
18651	naxnq	ntaxnlq
18652	naxva	ntaxva
18653	nayxp	ntaymxp
18654	natjo	ntatjo
18655	natmb	ntatmqb
18656	nacst	ntacsmbt
18657	nantn	ntantxnn
18658	navxb	ntavxsb
18659	namua	ntambua
1865A	naaml	ntaamxl
1865B	nacub	ntacbumqb
1865C	nacud	ntacbufd
1865D	nanbp	ntantmbp
1865E	naecp	ntaecbtp
1865F	naxna	ntaxnta
18660	naxvb	ntaxvtmb
18661	nazba	ntazlba
18662	naana	ntaanta
18663	natjx	ntatjymx
18664	natxl	ntatxal
18665	namka	ntambnka
18666	namjo	ntamtjtjo
